source_url,source_type,title,material_id,reported_active_for_co2rr,download_url,original_format,local_filename,status,notes
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=UhMHRAY0ItNmd8Lst_yvfgUA8_Qc,Nature Nanocluster DB,QCD Sn19 (19 atoms),QCD_UhMHRAY0ItNmd8Lst_yvfgUA8_Qc,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/UhMHRAY0ItNmd8Lst_yvfgUA8_Qc/archive,NOMAD_archive,nanocluster_Sn19_19atom.cif,downloaded_converted,QCD DFT PBE Sn19 19atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=4slVgZ78Q-wEwE71VPahV93y0n44,Nature Nanocluster DB,QCD Sn23 (23 atoms),QCD_4slVgZ78Q-wEwE71VPahV93y0n44,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/4slVgZ78Q-wEwE71VPahV93y0n44/archive,NOMAD_archive,nanocluster_Sn23_23atom.cif,downloaded_converted,QCD DFT PBE Sn23 23atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=SXmOxdJ1GzuZNhpTkfYIVm5ZzvE-,Nature Nanocluster DB,QCD Sn38 (38 atoms),QCD_SXmOxdJ1GzuZNhpTkfYIVm5ZzvE-,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/SXmOxdJ1GzuZNhpTkfYIVm5ZzvE-/archive,NOMAD_archive,nanocluster_Sn38_38atom.cif,downloaded_converted,QCD DFT PBE Sn38 38atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=EG08hWm2nZ5qqUvZS6LlEK8WGHMV,Nature Nanocluster DB,QCD Sn3 (3 atoms),QCD_EG08hWm2nZ5qqUvZS6LlEK8WGHMV,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/EG08hWm2nZ5qqUvZS6LlEK8WGHMV/archive,NOMAD_archive,nanocluster_Sn3_3atom.cif,downloaded_converted,QCD DFT PBE Sn3 3atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1byqs57QqtCvrKmnQx4mudnIO2YE,Nature Nanocluster DB,QCD Sn4 (4 atoms),QCD_1byqs57QqtCvrKmnQx4mudnIO2YE,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1byqs57QqtCvrKmnQx4mudnIO2YE/archive,NOMAD_archive,nanocluster_Sn4_4atom.cif,downloaded_converted,QCD DFT PBE Sn4 4atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=Ari5UvUHf0dhxcJDgVW2x9Lg43QR,Nature Nanocluster DB,QCD Sn55 (55 atoms),QCD_Ari5UvUHf0dhxcJDgVW2x9Lg43QR,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/Ari5UvUHf0dhxcJDgVW2x9Lg43QR/archive,NOMAD_archive,nanocluster_Sn55_55atom.cif,downloaded_converted,QCD DFT PBE Sn55 55atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1qAQLDILVf64mOOV831UB3XhaRbH,Nature Nanocluster DB,QCD Sn5 (5 atoms),QCD_1qAQLDILVf64mOOV831UB3XhaRbH,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1qAQLDILVf64mOOV831UB3XhaRbH/archive,NOMAD_archive,nanocluster_Sn5_5atom.cif,downloaded_converted,QCD DFT PBE Sn5 5atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=3feVJVkloGm4BVLmLk3-XpxvbsdL,Nature Nanocluster DB,QCD Sn6 (6 atoms),QCD_3feVJVkloGm4BVLmLk3-XpxvbsdL,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/3feVJVkloGm4BVLmLk3-XpxvbsdL/archive,NOMAD_archive,nanocluster_Sn6_6atom.cif,downloaded_converted,QCD DFT PBE Sn6 6atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1t6Nm3BzwzQneuY0F31jqjBeqraI,Nature Nanocluster DB,QCD Sn7 (7 atoms),QCD_1t6Nm3BzwzQneuY0F31jqjBeqraI,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1t6Nm3BzwzQneuY0F31jqjBeqraI/archive,NOMAD_archive,nanocluster_Sn7_7atom.cif,downloaded_converted,QCD DFT PBE Sn7 7atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=23AmBiowalvMFJC2jp1EQbMEJCUR,Nature Nanocluster DB,QCD Sn8 (8 atoms),QCD_23AmBiowalvMFJC2jp1EQbMEJCUR,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/23AmBiowalvMFJC2jp1EQbMEJCUR/archive,NOMAD_archive,nanocluster_Sn8_8atom.cif,downloaded_converted,QCD DFT PBE Sn8 8atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=ARuM1gMyZzspen6aKSFS1MTsapYV,Nature Nanocluster DB,QCD Sn9 (9 atoms),QCD_ARuM1gMyZzspen6aKSFS1MTsapYV,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/ARuM1gMyZzspen6aKSFS1MTsapYV/archive,NOMAD_archive,nanocluster_Sn9_9atom.cif,downloaded_converted,QCD DFT PBE Sn9 9atom cluster. Manna Sci Data 2023.
,ioChem-BD,,nanocluster,yes,,CONTCAR,nanocluster_Ti10_10atom.cif,downloaded_converted,Pre-existing file
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=0s8osf7nMaea31IokVil22ijaZ-U,Nature Nanocluster DB,QCD Ti13 (13 atoms),QCD_0s8osf7nMaea31IokVil22ijaZ-U,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/0s8osf7nMaea31IokVil22ijaZ-U/archive,NOMAD_archive,nanocluster_Ti13_13atom.cif,downloaded_converted,QCD DFT PBE Ti13 13atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=2fAzND0S-RC4HyFw-wl_NJu35bag,Nature Nanocluster DB,QCD Ti19 (19 atoms),QCD_2fAzND0S-RC4HyFw-wl_NJu35bag,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/2fAzND0S-RC4HyFw-wl_NJu35bag/archive,NOMAD_archive,nanocluster_Ti19_19atom.cif,downloaded_converted,QCD DFT PBE Ti19 19atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=38lmEEcjRK_aSeI4IXtXPjkspkuO,Nature Nanocluster DB,QCD Ti23 (23 atoms),QCD_38lmEEcjRK_aSeI4IXtXPjkspkuO,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/38lmEEcjRK_aSeI4IXtXPjkspkuO/archive,NOMAD_archive,nanocluster_Ti23_23atom.cif,downloaded_converted,QCD DFT PBE Ti23 23atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=LscZFG_ojwB_KeXzYqdMfIKf7e9i,Nature Nanocluster DB,QCD Ti38 (38 atoms),QCD_LscZFG_ojwB_KeXzYqdMfIKf7e9i,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/LscZFG_ojwB_KeXzYqdMfIKf7e9i/archive,NOMAD_archive,nanocluster_Ti38_38atom.cif,downloaded_converted,QCD DFT PBE Ti38 38atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=79LReiCYmjttoEF8yRGcuWT9NKrk,Nature Nanocluster DB,QCD Ti3 (3 atoms),QCD_79LReiCYmjttoEF8yRGcuWT9NKrk,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/79LReiCYmjttoEF8yRGcuWT9NKrk/archive,NOMAD_archive,nanocluster_Ti3_3atom.cif,downloaded_converted,QCD DFT PBE Ti3 3atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=A1kYuVtsmLRjr42-FiLHSgJnafgM,Nature Nanocluster DB,QCD Ti4 (4 atoms),QCD_A1kYuVtsmLRjr42-FiLHSgJnafgM,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/A1kYuVtsmLRjr42-FiLHSgJnafgM/archive,NOMAD_archive,nanocluster_Ti4_4atom.cif,downloaded_converted,QCD DFT PBE Ti4 4atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=2HebJeUWWJBH04VSBX6tX9QRMq80,Nature Nanocluster DB,QCD Ti55 (55 atoms),QCD_2HebJeUWWJBH04VSBX6tX9QRMq80,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/2HebJeUWWJBH04VSBX6tX9QRMq80/archive,NOMAD_archive,nanocluster_Ti55_55atom.cif,downloaded_converted,QCD DFT PBE Ti55 55atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=2vMOr11EYgOvoIHRos1zZlI1vS0F,Nature Nanocluster DB,QCD Ti5 (5 atoms),QCD_2vMOr11EYgOvoIHRos1zZlI1vS0F,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/2vMOr11EYgOvoIHRos1zZlI1vS0F/archive,NOMAD_archive,nanocluster_Ti5_5atom.cif,downloaded_converted,QCD DFT PBE Ti5 5atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=6TMVXwKwot8EzLX6rj7WjXf2n62o,Nature Nanocluster DB,QCD Ti6 (6 atoms),QCD_6TMVXwKwot8EzLX6rj7WjXf2n62o,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/6TMVXwKwot8EzLX6rj7WjXf2n62o/archive,NOMAD_archive,nanocluster_Ti6_6atom.cif,downloaded_converted,QCD DFT PBE Ti6 6atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=IweGg8knVAyFBpwlb6TctqVkCy6U,Nature Nanocluster DB,QCD Ti7 (7 atoms),QCD_IweGg8knVAyFBpwlb6TctqVkCy6U,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/IweGg8knVAyFBpwlb6TctqVkCy6U/archive,NOMAD_archive,nanocluster_Ti7_7atom.cif,downloaded_converted,QCD DFT PBE Ti7 7atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=B_cU9nTDqQ6NOzP6Fx49UCkg_o4f,Nature Nanocluster DB,QCD Ti8 (8 atoms),QCD_B_cU9nTDqQ6NOzP6Fx49UCkg_o4f,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/B_cU9nTDqQ6NOzP6Fx49UCkg_o4f/archive,NOMAD_archive,nanocluster_Ti8_8atom.cif,downloaded_converted,QCD DFT PBE Ti8 8atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=18XZAXHdM8uXHAC9xgyUSfq3cFwy,Nature Nanocluster DB,QCD Ti9 (9 atoms),QCD_18XZAXHdM8uXHAC9xgyUSfq3cFwy,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/18XZAXHdM8uXHAC9xgyUSfq3cFwy/archive,NOMAD_archive,nanocluster_Ti9_9atom.cif,downloaded_converted,QCD DFT PBE Ti9 9atom cluster. Manna Sci Data 2023.
,ioChem-BD,,nanocluster,yes,,CONTCAR,nanocluster_Zn10_10atom.cif,downloaded_converted,Pre-existing file
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1-2Vs6tO0zFiCUtPMrAb5i-9IYbF,Nature Nanocluster DB,QCD Zn13 (13 atoms),QCD_1-2Vs6tO0zFiCUtPMrAb5i-9IYbF,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1-2Vs6tO0zFiCUtPMrAb5i-9IYbF/archive,NOMAD_archive,nanocluster_Zn13_13atom.cif,downloaded_converted,QCD DFT PBE Zn13 13atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=0xrytRjgc8XgAooQt5Po2gV2LNJ1,Nature Nanocluster DB,QCD Zn19 (19 atoms),QCD_0xrytRjgc8XgAooQt5Po2gV2LNJ1,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/0xrytRjgc8XgAooQt5Po2gV2LNJ1/archive,NOMAD_archive,nanocluster_Zn19_19atom.cif,downloaded_converted,QCD DFT PBE Zn19 19atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1LGcTSxKAU9BwE3KODUcLtQtWV_q,Nature Nanocluster DB,QCD Zn23 (23 atoms),QCD_1LGcTSxKAU9BwE3KODUcLtQtWV_q,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1LGcTSxKAU9BwE3KODUcLtQtWV_q/archive,NOMAD_archive,nanocluster_Zn23_23atom.cif,downloaded_converted,QCD DFT PBE Zn23 23atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1LemqcmQanPYV2e3on9Ja0XobULo,Nature Nanocluster DB,QCD Zn38 (38 atoms),QCD_1LemqcmQanPYV2e3on9Ja0XobULo,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1LemqcmQanPYV2e3on9Ja0XobULo/archive,NOMAD_archive,nanocluster_Zn38_38atom.cif,downloaded_converted,QCD DFT PBE Zn38 38atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=4B2g3aG30vWY9kikxFu8Q2eZ__IA,Nature Nanocluster DB,QCD Zn3 (3 atoms),QCD_4B2g3aG30vWY9kikxFu8Q2eZ__IA,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/4B2g3aG30vWY9kikxFu8Q2eZ__IA/archive,NOMAD_archive,nanocluster_Zn3_3atom.cif,downloaded_converted,QCD DFT PBE Zn3 3atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=1UpR2okMYjbywsYuu9llKJ8GXmjm,Nature Nanocluster DB,QCD Zn4 (4 atoms),QCD_1UpR2okMYjbywsYuu9llKJ8GXmjm,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/1UpR2okMYjbywsYuu9llKJ8GXmjm/archive,NOMAD_archive,nanocluster_Zn4_4atom.cif,downloaded_converted,QCD DFT PBE Zn4 4atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=-g-eyp3a21nUXMVjp1fEytus5RmQ,Nature Nanocluster DB,QCD Zn55 (55 atoms),QCD_-g-eyp3a21nUXMVjp1fEytus5RmQ,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/-g-eyp3a21nUXMVjp1fEytus5RmQ/archive,NOMAD_archive,nanocluster_Zn55_55atom.cif,downloaded_converted,QCD DFT PBE Zn55 55atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=3lVjw2gBJmORRRXZX-usHKjgBQne,Nature Nanocluster DB,QCD Zn5 (5 atoms),QCD_3lVjw2gBJmORRRXZX-usHKjgBQne,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/3lVjw2gBJmORRRXZX-usHKjgBQne/archive,NOMAD_archive,nanocluster_Zn5_5atom.cif,downloaded_converted,QCD DFT PBE Zn5 5atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=-En9C-TWqL-oSyNOwpMnfW2MLx98,Nature Nanocluster DB,QCD Zn6 (6 atoms),QCD_-En9C-TWqL-oSyNOwpMnfW2MLx98,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/-En9C-TWqL-oSyNOwpMnfW2MLx98/archive,NOMAD_archive,nanocluster_Zn6_6atom.cif,downloaded_converted,QCD DFT PBE Zn6 6atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=4FLX1MGODIfdj3wLUMc71oLduWwW,Nature Nanocluster DB,QCD Zn7 (7 atoms),QCD_4FLX1MGODIfdj3wLUMc71oLduWwW,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/4FLX1MGODIfdj3wLUMc71oLduWwW/archive,NOMAD_archive,nanocluster_Zn7_7atom.cif,downloaded_converted,QCD DFT PBE Zn7 7atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=13x612__ZbGj7TGlY_HSVzIL9Bj-,Nature Nanocluster DB,QCD Zn8 (8 atoms),QCD_13x612__ZbGj7TGlY_HSVzIL9Bj-,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/13x612__ZbGj7TGlY_HSVzIL9Bj-/archive,NOMAD_archive,nanocluster_Zn8_8atom.cif,downloaded_converted,QCD DFT PBE Zn8 8atom cluster. Manna Sci Data 2023.
https://nomad-lab.eu/prod/v1/gui/search/entries?entry_id=0_Wa8KZq51DLjIzei2bODZaGk-Mm,Nature Nanocluster DB,QCD Zn9 (9 atoms),QCD_0_Wa8KZq51DLjIzei2bODZaGk-Mm,yes,https://nomad-lab.eu/prod/v1/api/v1/entries/0_Wa8KZq51DLjIzei2bODZaGk-Mm/archive,NOMAD_archive,nanocluster_Zn9_9atom.cif,downloaded_converted,QCD DFT PBE Zn9 9atom cluster. Manna Sci Data 2023.
https://pubs.rsc.org/en/content/articlelanding/2025/cc/d5cc02587g,RSC ChemComm D5CC02587G,Regulating Ag-Cu synergy effect via Cu doping numbers to boost CO2 electroreduction on Ag14 nanoclusters,d5cc02587g,yes,https://www.rsc.org/suppdata/d5/cc/d5cc02587g/d5cc02587g2.cif,CIF,paper_ag14_d5cc02587g.cif,downloaded,single-paper nanocluster
https://pubs.rsc.org/en/content/articlelanding/2024/nr/d4nr02702g,RSC Nanoscale D4NR02702G,Atomically precise alkynyl-protected Ag19Cu2 nanoclusters,d4nr02702g,yes,https://www.rsc.org/suppdata/d4/nr/d4nr02702g/d4nr02702g2.cif,CIF,paper_ag19cu2_d4nr02702.cif,downloaded,single-paper nanocluster
https://pubs.rsc.org/en/content/articlelanding/2025/qi/d4qi03264k,RSC DOI D4QI03264K,Ag20Cu10 nanocluster CO2RR paper,d4qi03264k,yes,https://www.rsc.org/suppdata/d4/qi/d4qi03264k/d4qi03264k2.cif,CIF,paper_ag20cu10_d4qi03264k.cif,downloaded,single-paper nanocluster
https://pubs.rsc.org/en/content/articlelanding/2025/mh/d4mh01324g,RSC Mater Horizons D4MH01324G,An atomically precise alloy AgCu cuboid nanocluster with a cubic core,d4mh01324g,yes,https://www.rsc.org/suppdata/d4/mh/d4mh01324g/d4mh01324g2.cif,CIF,paper_agcu_d4mh01324g.cif,downloaded,single-paper nanocluster
https://pubs.rsc.org/en/content/articlelanding/2024/cc/d4cc00152d,RSC ChemComm D4CC00152D,Ligand-controlled exposure of active sites on the Pd1Ag14 nanocluster surface to boost electrocatalytic CO2 reduction,d4cc00152d,yes,https://www.rsc.org/suppdata/d4/cc/d4cc00152d/d4cc00152d2.cif,CIF,paper_ag14_d4cc00152d.cif,downloaded_converted,single-paper nanocluster; source CIF repaired via pymatgen due to ASE parse failure
