filename,n_atoms,composition,metal_score,d_band_proxy,active_site_score,size_score,en_score,intermediate_score,surface_ratio,total_score,label,error
nanocluster_Cu5_5atom.cif,1,Cu1,0.7833,0.6533,1.0,0.0524,1.0,0.0,1.0,60.99,likely_active,
nanocluster_Cu6_6atom.cif,1,Cu1,0.7833,0.6533,1.0,0.0524,1.0,0.0,1.0,60.99,likely_active,
nanocluster_Cu7_7atom.cif,1,Cu1,0.7833,0.6533,1.0,0.0524,1.0,0.0,1.0,60.99,likely_active,
nanocluster_Cu8_8atom.cif,1,Cu1,0.7833,0.6533,1.0,0.0524,1.0,0.0,1.0,60.99,likely_active,
nanocluster_Cu9_9atom.cif,1,Cu1,0.7833,0.6533,1.0,0.0524,1.0,0.0,1.0,60.99,likely_active,
nanocluster_Fe10_10atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe13_13atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe19_19atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe23_23atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe38_38atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe3_3atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe4_4atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe55_55atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe5_5atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe6_6atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe7_7atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe8_8atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_Fe9_9atom.cif,1,Fe1,0.7833,0.5973,1.0,0.0524,1.0,0.0,1.0,60.15,likely_active,
nanocluster_In10_10atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In13_13atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In19_19atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In23_23atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In38_38atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In3_3atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In4_4atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In55_55atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In5_5atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In6_6atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In7_7atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In8_8atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_In9_9atom.cif,1,In1,0.7833,0.5573,1.0,0.0524,0.96,0.0,1.0,59.15,uncertain,
nanocluster_Ir10_10atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir13_13atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir19_19atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir23_23atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir38_38atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir3_3atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir4_4atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir55_55atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir5_5atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir6_6atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir7_7atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir8_8atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ir9_9atom.cif,1,Ir1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Mo10_10atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo13_13atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo19_19atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo23_23atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo38_38atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo3_3atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo4_4atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo55_55atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo5_5atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo6_6atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo7_7atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo8_8atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Mo9_9atom.cif,1,Mo1,0.7833,0.8613,1.0,0.0524,1.0,0.0,1.0,64.11,likely_active,
nanocluster_Ni10_10atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni13_13atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni19_19atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni23_23atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni38_38atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni3_3atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni4_4atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni55_55atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni5_5atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni6_6atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni7_7atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni8_8atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Ni9_9atom.cif,1,Ni1,0.7833,0.6613,1.0,0.0524,1.0,0.0,1.0,61.11,likely_active,
nanocluster_Pb10_10atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb13_13atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb19_19atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb23_23atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb38_38atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb3_3atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb4_4atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb55_55atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb5_5atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb6_6atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb7_7atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb8_8atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pb9_9atom.cif,1,Pb1,0.7833,0.9973,1.0,0.0524,0.94,0.0,1.0,65.55,likely_active,
nanocluster_Pd10_10atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd13_13atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd19_19atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd23_23atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd38_38atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd3_3atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd4_4atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd55_55atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd5_5atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd6_6atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd7_7atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd8_8atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pd9_9atom.cif,1,Pd1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Pt10_10atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt13_13atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt19_19atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt23_23atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt38_38atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt3_3atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt4_4atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt55_55atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt5_5atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt6_6atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt7_7atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt8_8atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Pt9_9atom.cif,1,Pt1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh10_10atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh13_13atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh19_19atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh23_23atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh38_38atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh3_3atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh4_4atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh55_55atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh5_5atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh6_6atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh7_7atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh8_8atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Rh9_9atom.cif,1,Rh1,0.7833,0.9573,1.0,0.0524,1.0,0.0,1.0,65.55,likely_active,
nanocluster_Ru10_10atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru13_13atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru19_19atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru23_23atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru38_38atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru3_3atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru4_4atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru55_55atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru5_5atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru6_6atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru7_7atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru8_8atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Ru9_9atom.cif,1,Ru1,0.7833,0.8933,1.0,0.0524,1.0,0.0,1.0,64.59,likely_active,
nanocluster_Sn10_10atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn13_13atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn19_19atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn23_23atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn38_38atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn3_3atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn4_4atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn55_55atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn5_5atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn6_6atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn7_7atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn8_8atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Sn9_9atom.cif,1,Sn1,0.7833,0.7013,1.0,0.0524,1.0,0.0,1.0,61.71,likely_active,
nanocluster_Ti10_10atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti13_13atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti19_19atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti23_23atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti38_38atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti3_3atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti4_4atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti55_55atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti5_5atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti6_6atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti7_7atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti8_8atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Ti9_9atom.cif,1,Ti1,0.7833,0.3653,1.0,0.0524,0.48,0.0,1.0,51.47,uncertain,
nanocluster_Zn10_10atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn13_13atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn19_19atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn23_23atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn38_38atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn3_3atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn4_4atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn55_55atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn5_5atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn6_6atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn7_7atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn8_8atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
nanocluster_Zn9_9atom.cif,1,Zn1,0.7833,0.4533,1.0,0.0524,0.7,0.0,1.0,54.99,uncertain,
polyanionic_cluster_CO2RR.cif,876,C176 H264 K8 Mo48 N64 O264 P32 Zn20,0.793,0.5917,0.2632,0.9672,1.0,1.0,0.0457,68.81,likely_active,
polyoxo_Ti_cluster_CO2RR.cif,562,C178 Co4 H288 N4 O64 P12 Ti12,0.8667,0.8167,0.25,0.7781,0.65,1.0,0.0142,67.76,likely_active,
zenodo_10410523_Ag144C11H14N2O4.cif,175,Ag144 C11 H14 N2 O4,0.7833,0.856,0.5,0.807,1.0,0.0,0.8229,62.3,likely_active,
zenodo_10410523_Ag144C15H18N4O.cif,182,Ag144 C15 H18 N4 O1,0.7833,0.856,0.5,0.807,1.0,0.0,0.7912,61.99,likely_active,
zenodo_10410523_Ag144C7H10N2.cif,163,Ag144 C7 H10 N2,0.7833,0.856,0.5,0.807,1.0,0.0,0.8834,62.91,likely_active,
zenodo_10410523_Ag144C9H12N2O2.cif,169,Ag144 C9 H12 N2 O2,0.7833,0.856,0.5,0.807,1.0,0.1,0.8521,64.6,likely_active,
zenodo_10410523_Ag48C10H8.cif,66,Ag48 C10 H8,0.7833,0.856,0.5,0.9996,1.0,0.0,0.7273,63.28,likely_active,
zenodo_10410523_Ag48C2H2.cif,52,Ag48 C2 H2,0.7833,0.856,0.5,0.9996,1.0,0.0,0.9231,65.23,likely_active,
zenodo_10410523_Ag48C2H4.cif,54,Ag48 C2 H4,0.7833,0.8541,0.4792,0.9996,1.0,0.0,0.8519,64.18,likely_active,
zenodo_10410523_Ag48C2H4O.cif,55,Ag48 C2 H4 O1,0.7833,0.856,0.5,0.9996,1.0,0.1667,0.8727,68.06,likely_active,
zenodo_10410523_Ag48C2H4O2.cif,56,Ag48 C2 H4 O2,0.7833,0.856,0.5,0.9996,1.0,0.1667,0.8571,67.91,likely_active,
zenodo_10410523_Ag48C2H4O3.cif,57,Ag48 C2 H4 O3,0.7833,0.8551,0.4792,0.9996,1.0,0.1667,0.807,67.08,likely_active,
zenodo_10410523_Ag48C2H4S.cif,55,Ag48 C2 H4 S1,0.7833,0.8523,0.4375,0.9996,1.0,0.1,0.7636,64.64,likely_active,
zenodo_10410523_Ag48C2H5N.cif,56,Ag48 C2 H5 N1,0.7833,0.8551,0.4792,0.9996,1.0,0.0,0.8214,63.89,likely_active,
zenodo_10410523_Ag48C2H5NO.cif,57,Ag48 C2 H5 N1 O1,0.7833,0.8551,0.4792,0.9996,1.0,0.1667,0.807,67.08,likely_active,
zenodo_10410523_Ag48C2H5NO2.cif,58,Ag48 C2 H5 N1 O2,0.7833,0.856,0.5,0.9996,1.0,0.1667,0.8276,67.61,likely_active,
zenodo_10410523_Ag48C2H6.cif,56,Ag48 C2 H6,0.7833,0.856,0.5,0.9996,1.0,0.0,0.8571,64.57,likely_active,
zenodo_10410523_Ag48C2H6N2.cif,58,Ag48 C2 H6 N2,0.7833,0.8551,0.4792,0.9996,1.0,0.1,0.7931,65.61,likely_active,
zenodo_10410523_Ag48C2H6O.cif,57,Ag48 C2 H6 O1,0.7833,0.856,0.5,0.9996,1.0,0.0,0.8421,64.42,likely_active,
zenodo_10410523_Ag48C2H6S.cif,57,Ag48 C2 H6 S1,0.7833,0.8551,0.4792,0.9996,1.0,0.1,0.807,65.75,likely_active,
zenodo_10410523_Ag48C2H7N.cif,58,Ag48 C2 H7 N1,0.7833,0.8551,0.4792,0.9996,1.0,0.1,0.7931,65.61,likely_active,
zenodo_10410523_Ag48C3H4.cif,55,Ag48 C3 H4,0.7833,0.856,0.5,0.9996,1.0,0.0,0.8727,64.73,likely_active,
zenodo_10410523_Ag48C3H6.cif,57,Ag48 C3 H6,0.7833,0.8551,0.4792,0.9996,1.0,0.0,0.807,63.75,likely_active,
zenodo_10410523_Ag48C3H6O.cif,58,Ag48 C3 H6 O1,0.7833,0.856,0.5,0.9996,1.0,0.0,0.8276,64.28,likely_active,
zenodo_10410523_Ag48C3H6O2.cif,59,Ag48 C3 H6 O2,0.7833,0.856,0.5,0.9996,1.0,0.1667,0.8136,67.47,likely_active,
zenodo_10410523_Ag48C3H6O3.cif,60,Ag48 C3 H6 O3,0.7833,0.8551,0.4792,0.9996,1.0,0.1667,0.7667,66.68,likely_active,
zenodo_10410523_Ag48C3H6S.cif,58,Ag48 C3 H6 S1,0.7833,0.8514,0.4167,0.9996,1.0,0.2,0.6897,65.58,likely_active,
zenodo_10410523_Ag48C3H7N.cif,59,Ag48 C3 H7 N1,0.7833,0.8551,0.4792,0.9996,1.0,0.0,0.7797,63.47,likely_active,
zenodo_10410523_Ag48C3H7NO.cif,60,Ag48 C3 H7 N1 O1,0.7833,0.8551,0.4792,0.9996,1.0,0.1667,0.7667,66.68,likely_active,
zenodo_10410523_Ag48C3H7NO2.cif,61,Ag48 C3 H7 N1 O2,0.7833,0.8551,0.4792,0.9996,1.0,0.3333,0.7541,69.88,likely_active,
